"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"MDSC - Medical Science","MDSC","640","Introduction to Immunology","Introductory immunology course for graduate students who had no background in immunology in their undergraduate studies. It provides a comprehensive overview of the immune responses: antibody-antigen interaction, antibody structure, genetics and synthesis, cellular immunology, MHC, phagocytosis, and tolerance. Using this basic understanding of fundamental immune processes the involvement of the immune response in autoimmunity, hypersensitivity, tissue rejection, tumor biology, vaccine production, viral, bacterial, fungal and parasitic infections will be discussed. Additionally, methods for the study of immunology will be covered.

Prerequisite(s): Consent of the Faculty.

Antirequisite(s): Credit for Medical Science 640 and Cellular, Molecular and Microbial Biology 527 will not be allowed.

Notes: This course will share lectures with Cellular, Molecular and Microbial Biology 527 with an additional separate tutorial as the core part of Medical Science 640.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-1T), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-1T ((3-1T))","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","650","(MDCH649)Epidemiology of Infectious Diseases","Focuses on the principles of epidemiology that are of relevance to infectious diseases. The course emphasizes the research aspects of infectious diseases epidemiology and how the basic techniques of epidemiology and biostatistics are applied to understanding communicable diseases. The course will introduce knowledge and skills in clinical and community-based epidemiology, infectious diseases, antimicrobial therapy, microbial pathogenesis, molecular epidemiology, and evaluation of relevant health-care services.

Prerequisite(s): Medical Science 611 or Cellular, Molecular and Microbial Biology 421 or 521.

Antirequisite(s): Credit for Medical Sciences 650 and Community Health Sciences 649 will not be allowed.

Also known as: (formerly Medical Science 613.01)
","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","660","Extreme Physiology and Neurotechnology","The stages of the commercialization of neurotechnology and physiology will be covered. Experts will discuss the commercialization of neurotechnology and teaches how to develop neuroscience discoveries into commercializable concepts. This course is intended to provide insight into Extreme Physiology by surveying several different physiological systems and develop an understanding of how innovation and commercialization of neurotechnology by companies can transform this space.

Prerequisite(s): Consent of the instructor.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","663","(Enme/Knes 663)Advanced Muscle Mechanics and Physiology","A look at problems associated within muscle mechanics and contractility. Also the use of muscle mechanics as a scientific discipline to critically learn and evaluate the scientific process. Basic anatomy and physiology of muscle contraction including the cross-bridge theory, and the force-length, force-velocity and force-time relationships of actively and passively contracting muscles will also be covered.

Prerequisite(s): Consent of the Faculty.

Also known as: (Kinesiology 663) (Mechanical Engineering 663)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","675","Bioinformatics Resource Biologist","This introductory graduate level course will familiarize biologists with algorithms and search engines used to analyze nucleic acid and protein sequences and structures.

Prerequisite(s): Consent of the Faculty.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (2-3T), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 2-3T ((2-3T)), RCS - RLT (Related)","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","676","Scripting and Database Querying for Molecular Biologists","Intended for biologists who wish to improve their bioinformatics analysis capabilities by learning just a small amount of query and programming syntax. The focus is on practicality rather than programming theory. The course explores how to use existing tools (on the command-line and on the Web) to gather and process large datasets all at once, rather than doing many individual analyses manually.

Notes: No prior programming experience is required.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (2.5-1), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 2.5-1 ((2.5-1)), RCS - RLT (Related)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","677","Directed Study in Biomedical Technology","Lectures, seminars, term papers or training in theoretical and/or laboratory methods at the advanced level in biomedical technology or medical sciences.

Prerequisite(s): Consent of both the faculty member who will supervise and the MBT faculty member who will co-supervise the chosen study and must be registered in the Master of Biomedical Technology program.	

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (1-6), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 1-6 ((1-6)), RCS - FCS (Focused)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","678","Project in Biomedical Technology","Covers basic principles of project management as well as biotech lab theory and practical aspects. Includes commercial technology reviews, tours, demos and practical labs. Includes development of the scientific aspects of a project based on a disease, pharmaceutical, or device of current interest, culminating in a poster presentation and business pitch of the science and business aspects.

Prerequisite(s): Admission to the Biomedical Technology Graduate Program or consent of the instructor(s).","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (1-3T-6), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 1-3T-6 ((1-3T-6)), RCS - FCS (Focused)","Laboratory, Lecture, Tutorial"
"MDSC - Medical Science","MDSC","685","Biomechanics of Human Movement","Introduction to the measuring methods (accelerometry, goniometry, film and film analysis, video systems) of biomechanical analysis of human movement (force and force distribution). Description of the mechanical properties of bone, tendon, ligaments, cartilage, muscles, and soft tissues. The relation between structure and function of biomaterials. Introduction in descriptive analysis of human movement.

Prerequisite(s): Consent of the Faculty.

Antirequisite(s): Credit for more than one of Medical Science 685, Mechanical Engineering 685 and Kinesiology 685 is not allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-3), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-3 ((3-3)), RCS - RLT (Related)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","701","Advanced Topics in Reproductive Health","A series of topics, ranging from basic sciences to clinical topics (including ethical issues) to increase awareness and comprehension regarding current issues in reproductive health.   

Prerequisite(s):  Consent of course co-ordinator and students supervisor, if applicable.

Notes: Interest in reproductive health/reproductive biology.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","703","Human Anatomy: Concepts, Exploration and Teaching","Introductory course for graduate students with an interest in mammalian morphology, human anatomy concepts and educational strategies within the medical professional curriculum. Weekly lectures and discussions supplement a cadaver dissection-based course intended for students interested in pursuing an academic and clinical career in a medically related field.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (2-6), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 2-6 ((2-6))","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","708","Theory & Practice of Interprofessional Psychosocial Oncology","Provides graduate students with a multidisciplinary introduction to the field of psychosocial oncology.  Emphasis will be placed on understanding and interpreting the experience of cancer informed by theory, evidence and illness narratives.  Case based learning in small interprofessional groups will allow students to explore a variety of key learning themes relevant to psychosocial oncology including distress assessment, depression, anxiety, adjustment and coping, sexuality, loss and grief.  Attention to diversity will be integrated throughout the course.	

Prerequisite(s): Consent of the instructor.
Notes: Must have an undergraduate degree in a relevant domain (including, but not limited to medicine, psychology, nursing, social work, spiritual care/theology).

Notes: This is an online course.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","710","Business and Careers in Biotechnology","An overview of the biotechnology sector from several perspectives: product development, regulatory, intellectual property, market analysis and finance. This course will include series of lectures and discussions to provide both the necessary background about the biotechnology industry and an understanding of careers in the biotechnology industry.

Prerequisite(s): Admission to a thesis-based Master's or Doctoral program in the Cumming School of Medicine or graduate programs in Veterinary Medicine or Biomedical Engineering.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","713","Topics in Mountain Medicine and High Altitude Physiology","A tutorial-based course focused on high altitude medicine and physiology.  The aim of the course is to introduce the students to the physiological adaptations of, and pathophysiology associated with, the hypoxia of altitude.  Students will be introduced to several diseases associated with the hypoxia of high altitude (i.e., Acute Mountain Sickness; High Altitude Pulmonary Edema, High Altitude Cerebral Edema), and the pathophysiology underlying these diseases.

Prerequisite(s): Consent of the instructor.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (0-3T), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 0-3T ((0-3T))","Tutorial"
